u/M,Real_h,Imag_h,Redh/M,Imdh/M,Momega,A/M,phi,time,Amplitude,time_sec,phase_raw,phase_unwrapped,Frequency,Phase
417.8426219803685,-0.05455593110241399,-0.16460003056285452,-0.0049330044154962255,0.00157112891168037,0.07967873986196014,0.1734056506569033,33.306773360340294,0.0075813156656224,0.17340565065690328,-0.001859865381587199,1.8908468244423626,33.306773360340294,6070.098220379325,-14.074096917765154
419.0433724494116,-0.070138815539113,-0.15881049230886551,-0.004781295036059248,0.002039585642986617,0.07990577106872086,0.17360940617551215,33.40261212028108,0.0075970772366528005,0.17360940617551213,-0.0018441038105567985,1.9866855843831481,33.40261212028108,6087.393947276287,-13.978150025675134
420.2441229184547,-0.0851562193331925,-0.15154668244774044,-0.004581457939859856,0.002490506031385889,0.0800539604591967,0.17383319203201403,33.498667144520326,0.007612838807683199,0.17383319203201403,-0.0018283422395263997,2.082740608622404,33.49866714452033,6098.683334595757,-13.882025195104987
421.44487338749786,-0.09946014635421543,-0.14287125370799617,-0.004337774992047146,0.0029210611264044034,0.08016778121033206,0.1740819228090515,33.59486178142136,0.0076286003787136,0.1740819228090515,-0.0018125806684959993,2.178935245523425,33.59486178142136,6107.354444857687,-13.78576369421453
422.64562385654096,-0.11291797928229463,-0.132851891238752,-0.004054296987162056,0.003329513054756501,0.08029470085519265,0.17435623031859204,33.691190146301246,0.007644361949744,0.17435623031859204,-0.0017968190974655988,2.2752636104033166,33.691190146301246,6117.0234570901375,-13.689349794500977
423.8463743255842,-0.12540764707205296,-0.12156237015755424,-0.0037333577420755695,0.003712963398132779,0.08044792348437257,0.17465533997696958,33.787689580848465,0.007660123520774401,0.17465533997696958,-0.0017810575264351983,2.3717630449505367,33.787689580848465,6128.696287387516,-13.592751912643571
425.0471247946273,-0.13681146883157863,-0.10908892549070189,-0.0033763034991217407,0.004067125730920796,0.08061063138499125,0.17497934640571133,33.884385910016064,0.0076758850918048,0.1749793464057113,-0.0017652959554047987,2.4684593741181327,33.884385910016064,6141.091726116836,-13.49595865919818
426.2478752636704,-0.14701598946643163,-0.09553276547966173,-0.0029850196019395358,0.004387803071414857,0.08076741602695557,0.1753288636790474,33.981276087739246,0.0076916466628352,0.1753288636790474,-0.0017495343843743991,2.565349551841317,33.981276087739246,6153.035918229027,-13.398977146520416
427.4486257327136,-0.15591559428399127,-0.08100698583364739,-0.002562140332368078,0.00467175691604524,0.08091751160494233,0.175703740127474,34.0783489353716,0.007707408233865599,0.175703740127474,-0.0017337728133439995,2.662422399473667,34.0783489353716,6164.470523023279,-13.301815406506975
428.6493762017568,-0.1634136875935876,-0.06563352121697176,-0.0021102668287286603,0.0049161149355874826,0.08106301894424382,0.17610165359891805,34.17559956776613,0.007723169804896,0.17610165359891805,-0.001718011242313599,2.7596730318681977,34.17559956776613,6175.555585900322,-13.204478948487619
429.8501266708,-0.16942130198785488,-0.049543850245887054,-0.0016318410846158423,0.0051175386564842554,0.08119907706327335,0.17651677162368112,34.27302185141031,0.0077389313759264,0.17651677162368112,-0.0017022496712831986,2.857095315512381,34.27302185141031,6185.92078680126,-13.106979118618021
431.0508771398431,-0.17385747053512912,-0.032881273815472054,-0.0011298951665334603,0.005272417052526332,0.08132059791382716,0.17693953269012933,34.37059922750532,0.007754692946956801,0.1769395326901293,-0.0016864881002527981,2.9546726916073887,34.37059922750532,6195.178507241653,-13.00933337253013
432.2516276088862,-0.17665263105366888,-0.01580038110971926,-0.0006086958395872034,0.005377991086621662,0.0814371781966954,0.17735784195066207,34.468313343586104,0.0077704545179871996,0.1773578419506621,-0.0016707265292223994,3.0523868076881704,34.468313343586104,6204.059844582342,-12.911547642612895
433.4523780779294,-0.17775312390848713,0.0015378691389058444,-7.389269946520707e-05,0.005433187181361657,0.08157797822710977,0.17775977638575716,34.566170687339785,0.0077862160890176,0.17775977638575713,-0.001654964958191999,-3.13294115573773,34.566170687339785,6214.786294517573,-12.813592846993103
434.6531285469725,-0.1771255443302462,0.018972016850995848,0.00046763075226313,0.005438106924136854,0.08177319515846115,0.17813869842816432,34.664222934825695,0.007801977660048,0.17813869842816432,-0.0016392033871615993,-3.0348889082518244,34.664222934825695,6229.65834131022,-12.715403644551415
435.8538790160157,-0.17476028709400307,0.03634175345338221,0.0010082371646851704,0.005392642317464713,0.0820236371850802,0.1784989663534352,34.762549092223146,0.0078177392310784,0.1784989663534352,-0.0016234418161311989,-2.9365627508543684,34.762549092223146,6248.737554945983,-12.616913723728807
437.05462948505885,-0.170672826476261,0.0534849276827705,0.0015404352147534506,0.0052958317814161965,0.0822905827005171,0.1788570691547502,34.86120277647092,0.0078335008021088,0.1788570691547502,-0.0016076802451007993,-2.8379090666066005,34.86120277647092,6269.074039948173,-12.518103267953329
438.255379954102,-0.1649015017195812,0.07023507685444513,0.0020579002789665964,0.005146716304100185,0.08252039325757715,0.1792357980151366,34.9601700037741,0.0078492623731392,0.17923579801513664,-0.0015919186740703997,-2.7389418393034157,34.9601700037741,6286.581503744004,-12.419016867043673
439.4561304231451,-0.15750226469087508,0.086423912029011,0.0025560964090663683,0.0049456714622876955,0.08268112061765528,0.17965538108599116,35.05937557829024,0.007865023944169599,0.17965538108599116,-0.00157615710304,-2.639736264787281,35.059375578290236,6298.826060623862,-12.319737472681012
440.6568808921883,-0.1485424847015562,0.10188737421308681,0.0030322269638556054,0.004694635321217382,0.08277781551671223,0.18012747371056323,35.15872879249943,0.0078807855152,0.18012747371056323,-0.0015603955320095987,-2.5403830505780847,35.15872879249943,6306.192486545304,-12.220341971872948
441.8576313612314,-0.1380960121221989,0.11646957808480264,0.003484604989012344,0.00439590423152122,0.08283927179027843,0.18065345605137603,35.25816657990636,0.0078965470862304,0.180653456051376,-0.0015446339609791991,-2.440945263171162,35.25816657990636,6310.874357988592,-12.120872677415576
443.0583818302746,-0.12624101277187688,0.13002116129482302,0.003911543931694128,0.004050895577428093,0.0828965552899922,0.18122443458353943,35.357667381414174,0.007912308657260801,0.18122443458353943,-0.0015288723899487978,-2.341444461663341,35.357667381414174,6315.238338521915,-12.021334599769062
444.25913229931774,-0.11306213095935704,0.14239530978034187,0.004309993685985819,0.003660335520431887,0.08297048033589084,0.1818226325420197,35.457242735199394,0.007928070228291199,0.18182263254201972,-0.0015131108189184,-2.2418691078781223,35.457242735199394,6320.870107929222,-11.921707756589008
445.4598827683609,-0.09865705318156823,0.1534473086255866,0.004674885132202664,0.0032255681175284963,0.08306941068378329,0.1824261238608846,35.55692106777428,0.0079438317993216,0.18242612386088458,-0.0014973492478879986,-2.142190775303237,35.55692106777428,6328.406835163012,-11.821962122747316
446.66063323740406,-0.08314286611325955,0.16303894573252456,0.00500019181706999,0.002749548336316731,0.08319785621897528,0.1830148464226345,35.65673400288278,0.007959593370352,0.1830148464226345,-0.001481587676857599,-2.0423778401947366,35.65673400288278,6338.19209301169,-11.722062257868991
447.8613837064472,-0.06665582555231984,0.17104441797801395,0.0052809533328115514,0.002236743833865179,0.08337174932813725,0.18357339676951784,35.756720797530924,0.0079753549413824,0.1835733967695179,-0.0014658261058271994,-1.942391045546592,35.756720797530924,6351.439645046834,-11.621953590758281
